CustomerID,Name,Birthyear,Education,Marital_Status,Income,Kid_Younger6,Children_6to18,Date_Adherence,Recency,MntMeat&Fish,MntEntries,MntVegan&Vegetarian,MntDrinks,MntDesserts,MntAdditionalRequests,NumOfferPurchases,NumAppPurchases,NumTakeAwayPurchases,NumStorePurchases,NumAppVisitsMonth,Response_Cmp2,Response_Cmp3,Response_Cmp4,Response_Cmp5,Response_Cmp1,Complain,CostContact,Revenue
3396,Mrs. Rebecca Peters,1988,Graduation,Married,132541,0,0,2022-04-28 00:00:00,2,2920,1020,14715,3440,446,17,1,6,7,6,1,0,0,0,0,0,0,3,16
3399,Mr. Stephen Scott,1979,PhD,Married,88275,0,1,2020-08-19 00:00:00,21,7990,0,1185,0,0,35,4,4,3,9,8,0,0,0,0,0,0,3,16
3405,Mr. Austin Burgess,1956,HighSchool,Together,61261,0,1,2021-02-14 00:00:00,31,3020,580,1965,480,0,27,6,10,2,7,8,0,0,0,0,0,0,3,16
3414,Mrs. Diane Campbell,1979,Graduation,Married,55713,2,1,2021-09-29 00:00:00,46,610,40,360,0,20,17,3,5,1,3,9,0,0,0,0,0,0,3,16
3417,Mrs. Victoria Roberts,1955,Graduation,married,67147,1,1,2021-05-23 00:00:00,11,2350,0,1455,200,60,27,8,9,3,4,8,0,0,0,0,0,0,3,16
3423,Mr. Brandon Miller,1958,Graduation,Single,67502,0,1,2021-08-11 00:00:00,76,990,20,555,100,80,2,2,5,2,4,7,0,0,0,1,0,0,3,16
3432,Miss Virginia Tucker,1976,HighSchool,Together,40508,1,0,2021-06-03 00:00:00,84,40,80,195,40,220,9,2,4,1,3,8,0,0,0,0,0,0,3,16
3438,Miss Abigail Cornish,1976,Graduation,Single,109455,0,1,2022-05-01 00:00:00,98,700,940,855,1000,2220,3,2,7,2,7,4,0,0,0,0,0,0,3,16
3444,Miss Jan Vance,1979,Graduation,Together,39714,1,0,2021-03-27 00:00:00,2,140,720,570,320,220,7,3,5,2,3,8,0,0,0,0,0,0,3,16
3468,Mr. Isaac Hill,1984,Graduation,Single,108708,0,0,2021-07-20 00:00:00,88,2850,1580,9240,2040,1140,148,1,5,5,10,1,0,0,0,0,0,0,3,16
3471,Mrs. Yvonne Butler,1973,PhD,Divorced,73850,0,1,2021-08-14 00:00:00,45,4060,0,450,0,80,17,3,9,2,7,7,0,1,0,0,0,0,3,16
3477,Mrs. Sophie MacLeod,1973,Graduation,Divorced,82467,0,1,2020-10-10 00:00:00,79,3610,80,930,160,160,151,2,8,3,7,7,0,0,0,0,0,0,3,16
3480,Miss Sonia Mathis,1964,Graduation,Together,86209,0,1,2020-08-26 00:00:00,30,9040,560,5925,840,840,127,9,4,7,13,8,0,0,0,0,0,0,3,16
3486,Mrs. Yvonne Duncan,1948,Graduation,Married,97461,0,0,2022-04-12 00:00:00,36,3050,2460,3840,1800,980,107,1,8,4,13,4,0,0,0,0,0,0,3,16
3489,Mrs. Leah Clark,1958,Graduation,Married,96813,0,0,2022-05-07 00:00:00,44,1730,2740,2505,1420,1060,107,1,8,3,10,3,0,0,0,0,0,0,3,16
3492,Miss Deirdre Wilkins,1988,HighSchool,Together,104603,0,0,2022-01-23 00:00:00,82,2780,800,3090,508,1440,109,1,6,10,5,1,0,0,0,0,0,0,3,16
3507,Mrs. Gabrielle Cameron,1956,Master,Married,125030,1,1,2021-09-24 00:00:00,48,9510,480,2160,0,1680,120,2,13,7,11,5,1,0,0,0,0,0,3,16
3513,Mrs. Pippa Tucker,1962,Graduation,Divorced,97026,0,1,2021-01-30 00:00:00,67,6740,720,5595,720,1680,12,3,12,8,11,6,0,0,0,0,0,0,3,16
3516,Mr. Dylan Ross,1990,Graduation,Married,42426,1,0,2021-04-13 00:00:00,19,290,60,480,40,0,15,3,4,2,3,8,0,0,0,0,0,0,3,16
3519,Mrs. Heather Fisher,1978,HighSchool,Married,104971,1,1,2021-07-20 00:00:00,57,6650,1080,4410,860,640,43,14,9,4,6,5,0,0,0,0,0,0,3,16
3528,Miss Ava Wallace,1975,Master,Single,54949,1,0,2020-10-17 00:00:00,68,1870,340,1500,260,540,128,2,11,3,2,9,1,0,0,0,0,0,3,16
3531,Miss Alison Hunter,1972,PhD,Together,80020,0,1,2020-12-25 00:00:00,25,5410,460,2550,460,300,30,4,7,9,8,4,0,0,0,0,0,0,3,16
3534,Mr. Frank Lyman,1971,Graduation,Divorced,72915,0,1,2022-01-08 00:00:00,45,1840,40,810,200,140,15,5,7,3,4,7,0,0,0,0,0,0,3,16
3537,Mr. Warren Wilkins,1968,Graduation,Together,103408,0,1,2021-06-22 00:00:00,45,9490,520,3195,1600,1320,133,2,13,4,6,6,0,0,0,0,0,0,3,16
3540,Mrs. Lisa Wallace,1967,Graduation,Married,119535,0,0,2022-06-01 00:00:00,46,4070,2280,7830,3560,1000,127,1,8,7,7,2,0,0,0,0,0,0,3,16
3546,Mrs. Amanda Alsop,1980,Graduation,Married,68873,0,1,2021-02-25 00:00:00,65,1040,80,585,0,20,16,2,4,2,5,4,0,0,0,0,0,0,3,16
3552,Mrs. Theresa Bond,1967,PhD,Married,86289,1,0,2022-01-05 00:00:00,84,3180,0,990,60,60,27,2,8,3,6,5,0,0,0,0,0,0,3,16
3564,Mrs. Carol Chapman,1956,Graduation,Married,74499,0,1,2022-06-14 00:00:00,88,680,1360,795,960,240,20,2,4,2,8,2,0,0,0,0,0,0,3,16
3570,Mrs. Amy Churchill,1965,HighSchool,Divorced,66272,1,2,2022-06-09 00:00:00,56,170,40,240,120,20,33,2,4,2,2,5,0,0,0,0,0,0,3,16
3597,Miss Sally Rees,1974,Graduation,Single,53384,1,0,2020-09-11 00:00:00,37,1390,200,1455,100,200,18,3,7,2,5,8,0,0,0,0,0,0,3,16
3603,Mr. Alexander Blake,1955,Graduation,Married,64276,1,1,2020-09-16 00:00:00,18,960,20,630,180,60,32,4,5,2,4,8,0,0,0,0,0,0,3,16
3606,Mr. Sean Hodges,1986,PhD,Married,40601,1,0,2020-08-05 00:00:00,90,1520,180,1815,180,240,45,4,8,3,4,8,0,0,0,0,0,0,3,16
3612,Mr. Dan Randall,1963,Master,Divorced,66126,1,1,2021-06-20 00:00:00,78,1170,0,360,120,120,24,5,5,2,4,5,0,0,0,0,0,0,3,16
3615,Mr. Max Turner,1965,PhD,Married,116680,0,1,2022-02-12 00:00:00,8,14480,1980,6240,0,380,36,2,7,3,13,7,1,0,0,1,0,0,3,16
3618,Mr. Kevin Clarkson,1958,Graduation,Together,33013,0,0,2020-08-24 00:00:00,64,120,280,990,320,200,31,2,5,1,4,9,0,0,0,0,0,0,3,16
3621,Miss Sonia Hodges,1960,PhD,Together,87395,0,1,2021-01-08 00:00:00,18,7570,400,3030,200,400,20,3,13,5,10,8,0,0,0,0,0,0,3,16
3624,Mr. Jason Gray,1991,PhD,Single,75268,0,0,2022-03-30 00:00:00,97,2960,0,660,0,0,24,1,8,2,6,6,0,0,0,0,0,0,3,16
3639,Mrs. Madeleine Greene,1978,HighSchool,Married,54310,1,0,2022-01-07 00:00:00,96,60,20,45,60,40,9,1,2,2,2,3,0,0,0,0,0,0,3,16
3642,Miss Natalie Wilson,1986,Graduation,Single,38231,1,0,2021-11-05 00:00:00,49,220,40,270,0,40,12,3,5,1,3,8,0,0,0,0,0,0,3,16
3648,Mr. Anthony Forsyth,1957,Graduation,married,50420,0,1,2021-01-20 00:00:00,55,620,0,330,40,20,26,2,4,3,2,7,0,0,0,0,0,0,3,16
3651,Mr. Colin Smith,1986,Graduation,Single,90677,1,0,2020-10-29 00:00:00,48,7520,1260,5550,760,1020,242,5,11,8,13,6,1,0,0,0,0,0,3,16
3654,Mr. Colin Hudson,1959,PhD,Together,114856,0,0,2020-12-11 00:00:00,48,8920,3160,9810,2760,2760,39,1,8,10,5,3,0,0,0,1,0,0,3,16
3657,Mr. Nicholas Walsh,1981,Graduation,Single,81305,0,1,2020-10-16 00:00:00,11,2350,0,390,160,460,47,3,6,2,7,5,0,0,0,0,0,0,3,16
3666,Mrs. Nicola Churchill,1955,Graduation,Married,61876,0,1,2022-03-12 00:00:00,29,510,0,165,0,20,3,1,3,2,3,6,0,0,0,0,0,0,3,16
3675,Miss Heather MacDonald,1972,Graduation,Together,95621,0,1,2021-07-26 00:00:00,34,7430,380,2715,180,0,200,2,9,7,11,5,1,0,0,0,0,0,3,16
3678,Mrs. Pippa Hemmings,1953,Graduation,Married,32652,1,1,2022-03-30 00:00:00,31,170,0,30,0,0,2,2,3,1,3,6,0,0,0,0,0,1,3,16
3687,Miss Victoria Davidson,1971,Graduation,Single,122508,0,0,2022-05-01 00:00:00,7,5300,2340,10170,2060,880,147,1,6,11,8,1,1,0,0,1,0,0,3,16
3696,Mrs. Joanne McLean,1977,PhD,Married,49252,1,0,2021-01-09 00:00:00,38,110,0,75,0,0,1,1,3,1,2,8,0,0,0,0,0,0,3,16
3699,Miss Caroline Nolan,1983,Graduation,Together,36332,1,0,2022-04-09 00:00:00,1,190,420,720,240,360,42,2,4,2,4,7,0,0,0,0,0,0,3,16
3702,Miss Jennifer Ferguson,1980,Graduation,Single,67012,1,0,2021-05-18 00:00:00,43,630,0,810,320,320,96,2,5,2,4,5,0,0,0,0,0,0,3,16
3705,Miss Sarah Robertson,1983,Master,Single,52274,1,0,2021-07-15 00:00:00,11,630,60,1005,120,180,28,2,5,2,4,7,0,0,0,0,0,0,3,16
3708,Mr. Jack Vaughan,1984,HighSchool,Single,122719,0,0,2022-01-29 00:00:00,29,1200,1162,13455,1380,680,155,1,8,4,7,2,0,0,0,0,0,0,3,16
3711,Mr. Sean Grant,1985,Master,Married,46096,2,0,2021-01-08 00:00:00,32,190,100,735,100,280,32,3,5,2,3,8,0,0,0,0,0,0,3,16
3720,Mr. Alan Cornish,1961,Graduation,Single,102661,0,0,2021-07-10 00:00:00,4,1440,1180,3735,1820,2220,52,1,5,6,11,2,0,0,0,0,0,0,3,16
3726,Mr. Adam James,1949,Graduation,Divorced,75261,0,0,2022-02-24 00:00:00,45,680,560,585,240,600,41,1,4,3,5,2,0,0,0,0,0,0,3,16
3729,Mrs. Tracey Forsyth,1977,Graduation,Married,68711,0,1,2021-08-14 00:00:00,73,4960,120,1350,120,120,96,4,12,3,6,8,0,0,0,0,0,0,3,16
3732,Miss Emily Wilson,1987,Graduation,Together,119830,0,0,2020-09-24 00:00:00,98,5630,986,11610,422,610,187,1,9,8,12,3,0,0,0,0,0,0,3,16
3744,Mrs. Ruth Wallace,1958,Graduation,Married,87854,0,1,2020-12-22 00:00:00,75,6480,320,1620,0,1160,74,4,13,3,9,8,0,0,0,0,0,0,3,16
3750,Mr. Evan Pullman,1968,Graduation,Together,39915,1,1,2021-01-24 00:00:00,50,300,100,330,120,180,28,4,4,2,4,6,0,0,0,0,0,0,3,16
3759,Miss Dorothy McDonald,1976,Graduation,Single,41047,1,0,2021-12-03 00:00:00,1,20,200,150,20,180,8,1,4,1,3,7,0,0,0,0,0,0,3,16
3765,Mr. Stewart King,1974,Graduation,Widow,98194,0,0,2021-11-03 00:00:00,46,2770,3240,4575,2660,1520,124,1,5,5,7,1,0,0,0,0,0,0,3,16
3768,Mrs. Sarah Edmunds,1976,Graduation,Widow,25530,1,0,2022-02-28 00:00:00,95,60,0,45,0,0,1,1,3,1,2,8,0,0,0,0,0,0,3,16
3771,Mr. Tim Mills,1956,Graduation,Together,95035,0,0,2022-03-26 00:00:00,53,2540,700,5175,840,560,28,1,6,7,10,2,0,0,0,0,0,0,3,16
3774,Mrs. Grace Bond,1959,Master,Married,93646,0,1,2020-12-20 00:00:00,34,5390,1000,4575,2220,0,30,4,9,5,4,4,0,0,0,0,0,0,3,16
3780,Mrs. Kimberly Randall,1975,Graduation,Married,70604,0,1,2021-10-13 00:00:00,75,900,20,300,80,80,36,1,5,3,2,5,0,0,0,0,0,0,3,16
3789,Miss Mary Grant,1980,Graduation,Single,66317,1,1,2021-02-03 00:00:00,96,60,20,105,40,40,2,1,2,1,3,5,0,0,0,0,0,0,3,16
3792,Mrs. Rose Mills,1957,PhD,Widow,93887,1,1,2022-06-10 00:00:00,56,4060,0,450,0,0,8,7,10,3,5,7,0,0,0,1,0,0,3,16
3795,Miss Bernadette Davidson,1950,Graduation,Together,12436,0,0,2022-03-24 00:00:00,23,413,214,915,69,4579,321,0,27,1,1,0,0,0,0,0,0,0,3,16
3807,Mrs. Michelle James,1956,Graduation,Married,113186,0,0,2021-04-19 00:00:00,7,1714,1860,6690,1400,460,140,1,8,7,4,2,0,1,1,0,0,0,3,16
3813,Mr. Blake Grant,1960,Master,Married,79711,1,1,2022-06-08 00:00:00,51,700,0,240,0,0,4,2,4,1,4,6,0,0,0,0,0,0,3,16
3816,Miss Angela Vance,1966,Master,Together,3774,0,1,2022-03-02 00:00:00,38,3,4,5,0,5142,352,0,29,0,0,1,0,0,0,0,0,0,3,16
3825,Miss Jan Glover,1994,Graduation,Together,108638,0,0,2021-12-19 00:00:00,,8830,1280,4575,2240,482,64,1,8,8,11,3,0,0,0,0,0,0,3,16
3837,Mrs. Deirdre Lyman,1958,PhD,Divorced,74780,1,1,2020-11-13 00:00:00,38,3250,220,3180,340,460,94,10,13,4,4,9,1,0,0,0,0,0,3,16
3840,Miss Elizabeth Slater,1957,Graduation,Together,104180,0,0,2022-03-12 00:00:00,66,2710,640,5430,1480,1640,24,1,6,7,12,2,0,0,0,0,0,0,3,16
3846,Mr. Carl Morgan,1964,PhD,Single,61662,0,1,2021-01-18 00:00:00,38,1060,20,120,20,20,7,3,4,2,4,6,0,0,0,0,0,0,3,16
3849,Mr. James Terry,1983,Master,Together,66095,1,0,2021-09-30 00:00:00,47,1440,40,945,120,40,8,3,8,2,3,9,0,0,0,0,0,0,3,16
3852,Mrs. Tracey Morrison,1962,Graduation,Married,80437,0,1,2021-06-23 00:00:00,56,5640,480,2850,480,320,83,4,7,4,4,5,0,0,0,0,0,0,3,16
3855,Mr. Joseph Mitchell,1974,Graduation,Single,105790,0,0,2021-06-17 00:00:00,75,576,222,1395,296,3486,8,0,0,0,1,0,0,0,0,0,0,0,3,16
3867,Mr. Gavin Bailey,1988,Graduation,Single,105879,0,0,2021-02-14 00:00:00,79,5970,3320,8955,2640,3320,249,1,7,7,4,3,0,0,0,0,0,0,3,16
3870,Mr. Connor Forsyth,1982,Graduation,Married,42732,1,0,2021-11-25 00:00:00,44,90,0,405,40,40,9,1,3,1,3,8,0,0,0,0,0,0,3,16
3876,Miss Claire Turner,1977,PhD,Together,67806,1,1,2020-11-27 00:00:00,87,1890,40,825,0,100,12,4,8,2,4,9,0,0,0,0,0,0,3,16
3879,Mrs. Megan Ball,1960,PhD,Divorced,99628,0,0,2022-02-16 00:00:00,10,10520,260,3225,520,520,13,1,12,10,11,5,0,1,1,1,1,0,3,16
3885,Miss Diana Allan,1944,Master,Together,104635,0,0,2020-11-06 00:00:00,32,8800,1160,5940,1460,1160,58,1,7,12,6,2,0,1,0,0,0,0,3,16
3888,Mr. Steven James,1977,Master,married,10724,0,1,2021-02-21 00:00:00,28,944,58,509,206,3846,313,0,22,0,1,0,0,0,0,0,0,0,3,16
3891,Mr. Warren Miller,1947,Graduation,Together,153703,0,0,2022-04-19 00:00:00,64,10430,490,9195,1620,1620,20,0,6,7,11,1,0,0,1,1,1,0,3,16
3897,Miss Amanda Brown,1976,Master,Together,70620,0,1,2021-06-09 00:00:00,24,1730,40,585,40,40,47,3,7,2,4,7,0,0,0,0,0,0,3,16
3900,Mr. Frank Gibson,1954,Master,Single,130113,0,0,2021-09-11 00:00:00,50,6950,2440,13800,1220,490,20,1,7,5,12,2,0,0,1,0,0,0,3,16
3921,Mr. Victor Kelly,1968,HighSchool,Single,110488,0,1,2020-08-16 00:00:00,23,1600,490,3120,490,1880,56,7,9,6,12,4,0,0,0,0,0,0,3,16
3924,Miss Stephanie Rampling,1979,Master,Together,69572,1,1,2022-04-12 00:00:00,88,490,0,165,20,40,13,1,4,1,3,6,0,0,0,0,0,0,3,16
3930,Miss Tracey Vaughan,1960,Graduation,Together,90680,0,1,2022-03-16 00:00:00,99,3800,160,570,0,80,60,4,5,5,8,3,1,0,0,0,0,0,3,16
3933,Mrs. Dorothy Russell,1968,Graduation,Married,69216,1,1,2021-11-30 00:00:00,80,900,20,345,20,20,10,4,4,2,4,4,0,1,0,0,0,0,3,16
3936,Miss Carolyn Parr,1987,Master,Together,51637,1,0,2021-04-09 00:00:00,68,950,180,900,180,180,11,3,6,2,4,7,0,0,0,0,0,0,3,16
3942,Miss Claire Davidson,1954,Graduation,Single,84693,0,1,2020-09-26 00:00:00,27,9720,2540,3825,1900,2860,127,4,5,5,7,7,0,0,0,0,0,0,3,16
3945,Mr. Robert Lawrence,1973,PhD,Married,55875,1,1,2020-10-16 00:00:00,70,770,40,525,0,20,69,4,5,3,2,7,1,0,0,0,0,0,3,16
3954,Mrs. Amy King,1967,Graduation,Married,72741,1,1,2021-03-04 00:00:00,26,2440,540,1710,60,60,31,7,8,2,7,7,0,0,0,0,0,0,3,16
3960,Mr. Dan Miller,1963,Graduation,Married,71830,0,1,2022-03-04 00:00:00,37,1720,360,690,40,400,26,3,6,3,5,5,0,0,0,0,0,0,3,16
3966,Mr. Neil Arnold,1969,PhD,Divorced,107214,0,1,2020-11-05 00:00:00,39,8510,680,3270,460,460,23,1,12,8,10,5,0,0,0,0,0,0,3,16
3969,Mr. Gavin Quinn,1957,Graduation,Married,105404,0,1,2021-12-26 00:00:00,85,1840,3560,2670,1580,780,33,1,8,4,10,3,0,0,0,0,0,0,3,16
3975,Mr. Adam Paterson,1958,Graduation,Single,81958,0,1,2021-04-04 00:00:00,20,5970,140,1380,140,280,156,3,11,3,9,6,0,1,0,1,0,0,3,16
3981,Mrs. Ruth Ellison,1974,PhD,Married,49202,1,1,2021-01-17 00:00:00,55,700,0,285,0,0,1,3,4,1,4,7,0,0,0,0,0,0,3,16
3984,Mr. Luke Clarkson,1957,Graduation,Married,70825,0,1,2021-07-04 00:00:00,95,3160,140,690,220,220,86,4,7,4,6,6,0,0,0,0,0,0,3,16
4002,Mr. Blake Brown,1975,HighSchool,Married,54013,1,0,2022-02-14 00:00:00,40,560,80,630,80,180,23,2,4,2,4,4,0,0,0,0,0,0,3,16
4008,Mrs. Megan Sanderson,1960,Graduation,Divorced,55756,1,1,2021-01-31 00:00:00,60,440,20,195,0,20,18,2,3,1,4,7,0,0,0,0,0,0,3,16
4020,Miss Anna Fraser,1991,PhD,together,83747,0,0,2021-01-08 00:00:00,98,5550,1540,1155,600,600,38,1,7,8,9,3,0,0,0,0,0,0,3,16
4044,Mr. Jason Rutherford,1981,Master,Married,97841,0,0,2022-02-06 00:00:00,78,7470,560,2295,0,560,19,1,8,7,12,3,0,0,1,1,0,0,3,16
4047,Mr. Leonard Scott,1956,HighSchool,Together,69984,1,1,2021-05-18 00:00:00,56,230,420,735,380,60,29,4,4,2,4,5,0,0,0,0,0,0,3,16
4050,Mrs. Ella Ogden,1961,Graduation,Married,47880,1,1,2020-09-19 00:00:00,98,570,80,345,100,0,20,4,4,2,3,8,0,0,0,0,0,0,3,16
