CustomerID,Name,Birthyear,Education,Marital_Status,Income,Kid_Younger6,Children_6to18,Date_Adherence,Recency,MntMeat&Fish,MntEntries,MntVegan&Vegetarian,MntDrinks,MntDesserts,MntAdditionalRequests,NumOfferPurchases,NumAppPurchases,NumTakeAwayPurchases,NumStorePurchases,NumAppVisitsMonth,Response_Cmp2,Response_Cmp3,Response_Cmp4,Response_Cmp5,Response_Cmp1,Complain,CostContact,Revenue,DepVar
26169,Mr. Liam Murray,1995,Basic,Married,37718,1,0,2021-01-31 00:00:00,4,10,280,90,200,260,13,2,4,1,3,8,0,0,0,0,0,0,3,16,0
8367,Miss Angela Alsop,1969,Graduation,Together,57399,0,1,2022-03-30 00:00:00,17,150,0,30,0,0,0,1,2,1,3,5,0,0,0,0,0,0,3,16,0
15696,Mr. Warren Oliver,1964,Graduation,Widow,64381,0,1,2021-12-09 00:00:00,6,320,60,285,100,20,2,2,3,2,3,5,0,0,0,0,0,0,3,16,0
14673,Mr. Adam Burgess,1965,Graduation,Married,120101,1,1,2021-03-30 00:00:00,42,5760,1840,5355,680,1840,80,4,5,3,12,5,0,0,0,0,0,0,3,16,0
14400,Mrs. Melanie Peters,1966,Graduation,Divorced,49068,1,1,2022-04-21 00:00:00,58,70,60,150,120,20,7,2,3,1,3,7,0,0,0,0,0,0,3,16,0
4872,Mr. Oliver Thomson,1986,Graduation,Single,42546,2,0,2021-11-30 00:00:00,19,60,120,225,140,100,2,2,4,1,3,6,0,0,0,0,0,0,3,16,0
14265,Miss Jennifer McDonald,1972,PhD,Together,57779,1,1,2021-10-13 00:00:00,39,100,0,120,20,20,3,2,3,1,3,6,0,0,0,0,0,0,3,16,0
6438,Miss Alexandra Payne,1966,PhD,Together,100048,0,1,2020-08-09 00:00:00,16,7280,2140,4035,404,800,67,3,9,5,9,3,0,0,0,0,0,0,3,16,0
19008,Mr. Robert Hardacre,1958,Graduation,Married,68450,1,1,2020-09-17 00:00:00,96,4000,0,525,0,80,61,6,8,2,8,8,1,0,0,0,0,0,3,16,0
17358,Miss Molly Harris,1993,Master,Single,108165,0,0,2020-09-05 00:00:00,,4930,478,6555,3100,1680,29,1,9,6,9,3,0,0,0,0,0,0,3,16,0
14427,Miss Megan Dyer,1977,PhD,Single,78513,0,1,2022-05-22 00:00:00,10,1470,80,840,40,80,36,3,6,2,5,5,0,0,0,0,0,0,3,16,0
31140,Mrs. Abigail Underwood,1973,Master,Divorced,69982,0,1,2021-04-10 00:00:00,97,7660,0,735,0,0,90,4,12,3,10,8,0,0,0,0,1,0,3,16,0
24504,Mr. Christian Robertson,1979,PhD,Married,117157,0,1,2021-08-13 00:00:00,43,12930,300,3825,300,620,63,1,5,5,7,5,0,1,1,0,0,0,3,16,0
20676,Mr. Victor Hill,1967,Graduation,Married,113006,0,1,2021-08-04 00:00:00,60,13950,340,5085,0,700,71,2,11,6,13,8,0,1,0,0,0,0,3,16,0
8442,Mr. Max Harris,1974,Graduation,Married,68910,1,1,2021-03-27 00:00:00,71,190,20,150,20,20,8,1,3,1,3,5,0,0,0,0,0,0,3,16,0
22623,Mr. Dominic Harris,1975,PhD,Together,43920,1,1,2020-08-14 00:00:00,51,90,0,60,20,0,4,1,3,1,2,8,0,0,0,0,0,0,3,16,0
7362,Mrs. Rebecca Fraser,1958,PhD,Married,126334,0,0,2020-08-14 00:00:00,41,3670,1620,1991,2040,3260,40,1,11,11,12,3,0,0,0,0,0,0,3,16,0
13932,Mr. Lucas Harris,1986,HighSchool,Together,63889,0,1,2021-02-21 00:00:00,68,2060,160,960,160,100,82,5,6,3,6,6,0,0,0,0,0,0,3,16,0
8439,Mr. Gavin MacLeod,1963,Graduation,Together,85358,0,0,2021-06-04 00:00:00,65,6550,960,4170,1680,2900,121,1,10,8,13,4,0,0,0,0,0,0,3,16,0
16593,Mr. Austin Gray,1984,HighSchool,Single,51902,1,0,2021-03-08 00:00:00,20,60,80,105,60,60,8,1,3,1,3,7,0,0,0,0,0,0,3,16,0
32700,Mr. Piers Reid,1993,Graduation,Married,43421,1,0,2021-11-01 00:00:00,20,190,0,150,40,20,17,1,3,2,2,7,1,0,0,0,0,0,3,16,1
6162,Miss Sophie Carr,1998,HighSchool,Together,22542,1,0,2/29/2022,38,20,180,60,0,240,11,3,4,1,3,7,0,0,0,0,0,0,3,16,0
12048,Mrs. Samantha Newman,1978,PhD,Married,53498,1,0,2020-08-11 00:00:00,0,2370,60,900,60,60,36,3,8,2,5,8,1,0,0,0,0,0,3,16,1
18309,Mr. Cameron Campbell,1954,Graduation,Together,96473,0,0,2021-12-20 00:00:00,87,5650,640,6525,420,640,54,1,4,9,6,1,0,0,0,0,0,0,3,16,0
30828,Mrs. Rose Ellison,1984,PhD,Married,93059,0,1,2021-08-29 00:00:00,28,6530,0,840,0,0,99,3,9,3,11,5,0,1,0,0,0,0,3,16,0
21909,Mr. Luke Wright,1995,Graduation,Together,111473,0,0,2021-02-23 00:00:00,72,9830,400,5835,3680,982,40,1,5,6,13,6,0,0,0,1,0,0,3,16,0
19521,Miss Heather Arnold,1987,Master,Together,64472,1,0,2021-08-14 00:00:00,61,320,40,480,100,20,11,2,4,2,3,5,0,0,0,0,0,0,3,16,0
25674,Miss Anne Russell,1980,PhD,Single,66699,1,1,2021-11-19 00:00:00,51,290,40,435,20,20,31,3,4,2,3,5,0,0,0,0,0,0,3,16,0
13950,Miss Anne Hamilton,1982,Master,Together,102873,0,0,2020-10-27 00:00:00,,5020,1180,12180,580,1460,14,1,7,12,6,2,0,0,0,0,0,0,3,16,0
21453,Mr. Alexander Henderson,1970,PhD,Married,94825,0,1,2021-10-07 00:00:00,62,2840,60,1260,60,140,30,1,9,3,5,7,0,0,0,0,0,0,3,16,0
13530,Miss Chloe Cornish,1980,PhD,Together,103610,0,0,2020-10-16 00:00:00,66,12180,2140,4560,340,2860,33,1,7,9,4,6,0,0,0,0,0,0,3,16,0
22011,Miss Virginia Burgess,1989,Master,Single,31175,1,0,2022-01-22 00:00:00,56,290,0,375,20,40,3,4,4,2,4,4,0,0,0,0,0,0,3,16,0
23454,Mr. Alexander Jackson,1987,Graduation,Married,58101,1,0,2021-03-16 00:00:00,62,280,600,1260,940,500,168,2,6,4,3,7,1,0,0,0,0,0,3,16,0
16521,Mr. Oliver Alsop,1961,Graduation,Together,88695,0,2,2021-04-02 00:00:00,25,2650,3980,4545,3600,180,170,7,12,3,12,7,0,0,0,0,0,0,3,16,0
17292,Mr. Adam Blake,1992,HighSchool,Single,55497,1,0,2021-07-11 00:00:00,20,410,460,975,20,320,29,3,6,1,4,8,0,0,0,0,0,0,3,16,0
7683,Miss Gabrielle Mackenzie,1967,Graduation,together,46169,0,1,2021-12-15 00:00:00,17,130,0,30,0,0,1,1,3,1,2,7,0,0,0,0,0,0,3,16,0
27834,Mr. Thomas Avery,1987,Graduation,Married,91972,0,1,2022-03-06 00:00:00,6,1930,200,615,40,200,7,1,6,2,6,5,0,0,0,0,0,0,3,16,0
7188,Mrs. Jennifer Lawrence,1986,Graduation,Divorced,121371,0,0,2020-12-23 00:00:00,9,4590,764,6015,764,612,210,1,8,7,7,2,0,0,1,0,0,0,3,16,1
28794,Mr. Stewart Slater,1979,Graduation,Married,111380,0,1,2020-09-25 00:00:00,80,7050,600,3675,734,3660,91,3,13,9,4,5,0,0,0,0,0,0,3,16,0
13851,Mr. Neil Alsop,1977,Master,Together,113620,0,1,2021-10-29 00:00:00,11,5650,180,4740,0,1340,47,1,7,4,6,2,0,0,0,0,0,0,3,16,0
24456,Mr. Dylan Thomson,1953,Master,Widow,125575,0,0,2021-04-26 00:00:00,4,6610,1420,11535,2140,3560,35,1,9,7,4,4,0,0,1,1,0,0,3,16,1
13605,Mr. Max Coleman,1960,Graduation,Single,124379,0,0,2021-02-04 00:00:00,80,7280,422,1692,3760,1880,235,1,6,12,11,2,0,0,1,1,0,0,3,16,0
32082,Mr. Adrian Russell,1991,Master,Married,49766,2,0,2022-04-24 00:00:00,35,110,60,525,100,80,15,2,5,1,3,6,0,0,0,0,0,0,3,16,0
24261,Miss Lauren Wallace,1968,PhD,Together,95417,0,1,2020-12-12 00:00:00,93,5300,280,2460,140,140,7,1,7,6,10,5,0,0,0,0,0,0,3,16,0
7104,Miss Kimberly Ross,1983,Graduation,Single,57985,1,0,2022-01-09 00:00:00,51,170,120,285,280,140,16,1,4,1,3,6,0,0,0,0,0,0,3,16,0
4587,Mrs. Elizabeth Hart,1971,PhD,married,90159,1,1,2021-02-27 00:00:00,66,6100,140,1935,0,140,53,9,13,3,8,8,0,1,0,0,0,0,3,16,0
14376,Miss Sarah McDonald,1972,Master,Together,80865,0,1,2021-05-17 00:00:00,2,2320,1840,1305,580,960,14,5,6,3,10,5,0,0,0,0,0,0,3,16,0
19113,Mr. Eric Grant,1977,Graduation,Married,115289,0,0,2021-11-18 00:00:00,82,10320,1660,6990,320,1660,16,0,7,11,10,2,0,1,1,1,1,0,3,16,0
26295,Miss Natalie Coleman,1995,Graduation,Single,56198,1,0,2021-04-03 00:00:00,43,190,40,540,120,180,22,1,4,2,3,6,0,0,0,0,0,0,3,16,0
12687,Mrs. Samantha Taylor,1986,HighSchool,Married,85875,0,1,2021-11-17 00:00:00,38,1220,1220,1365,1740,1480,117,3,6,4,8,4,0,0,0,0,0,0,3,16,0
29028,Mr. Ian Lawrence,1983,Master,Married,81551,1,0,2022-05-17 00:00:00,94,3150,80,1545,80,80,38,4,8,4,6,6,0,1,0,0,0,0,3,16,0
13191,Miss Dorothy Hamilton,1958,Graduation,Single,67081,0,0,2021-11-19 00:00:00,43,2300,200,1200,540,60,17,1,6,2,8,5,0,0,0,0,0,0,3,16,0
9183,Mr. Liam Cornish,1981,Graduation,Divorced,24242,1,0,2022-03-01 00:00:00,23,30,0,75,200,0,1,1,3,1,3,6,0,0,0,0,0,0,3,16,0
30153,Mr. Thomas Hill,1976,Master,Married,98709,0,1,2021-08-07 00:00:00,38,9890,0,1830,960,1220,36,3,12,7,12,6,0,1,0,0,0,0,3,16,0
29238,Mrs. Rose Taylor,1983,Graduation,Divorced,50778,1,0,2020-09-19 00:00:00,51,90,720,630,920,320,39,4,6,1,4,7,0,0,0,0,0,0,3,16,0
4584,Mr. Luke Hardacre,1979,Master,Single,39245,2,0,2021-11-21 00:00:00,,150,20,195,20,0,14,1,5,2,2,7,0,0,0,0,0,0,3,16,0
12114,Mr. Cameron Bailey,1975,PhD,Together,84405,0,1,2021-12-30 00:00:00,3,7110,0,1350,0,480,165,2,11,10,4,6,0,0,0,0,0,0,3,16,0
6993,Mrs. Grace Underwood,1971,PhD,Married,70113,1,1,2020-10-29 00:00:00,0,670,20,690,40,40,6,3,5,1,4,7,0,0,0,0,0,0,3,16,1
19581,Mr. Owen Wilkins,1960,,Married,65744,0,1,2022-04-26 00:00:00,92,780,0,120,0,40,4,1,4,1,4,7,0,0,0,0,0,0,3,16,0
11541,Miss Rachel Randall,1987,Graduation,Single,128730,0,1,2021-05-23 00:00:00,61,14920,760,4305,760,1140,33,1,7,11,4,6,0,1,1,1,1,0,3,16,1
28482,Mr. Evan Davidson,1958,PhD,Married,128437,0,0,2022-06-21 00:00:00,21,1668,440,7335,440,440,44,0,9,9,9,6,1,0,1,1,0,0,3,16,1
25005,Mr. Owen Hemmings,1965,HighSchool,Married,112639,0,0,2022-03-08 00:00:00,33,1730,510,3825,530,1420,81,1,6,5,7,1,0,0,0,0,0,0,3,16,0
23889,Mr. Adam Avery,1983,Graduation,Married,105823,0,1,2020-11-12 00:00:00,86,8860,2140,4425,520,800,40,3,12,5,6,6,0,0,0,0,0,0,3,16,0
9372,Mr. Alan Hill,1983,Master,Married,92702,0,0,2022-03-20 00:00:00,65,7500,160,1875,160,160,26,1,6,4,6,2,0,0,1,0,0,0,3,16,0
19269,Miss Heather Oliver,1970,PhD,Single,60449,1,1,2021-05-22 00:00:00,32,540,0,435,40,0,3,2,4,1,4,6,0,0,0,0,0,0,3,16,0
10593,Mr. Richard Newman,1987,Graduation,Married,32971,1,0,2021-12-01 00:00:00,55,110,20,225,80,0,2,1,3,1,3,9,0,0,0,0,0,0,3,16,0
15495,Mr. Joshua Campbell,1967,PhD,Married,89955,0,1,2020-12-16 00:00:00,33,3750,200,1680,200,420,166,2,7,9,4,4,0,0,0,0,0,0,3,16,0
28371,Mr. Keith Mathis,1969,Graduation,Together,36000,0,0,2021-06-22 00:00:00,61,340,240,870,940,1280,36,2,7,2,4,8,0,0,0,0,0,0,3,16,0
32319,Mr. Adrian May,1991,HighSchool,Married,131372,0,0,2020-09-16 00:00:00,44,6060,476,14610,3020,3880,64,1,9,8,9,4,0,1,0,1,0,0,3,16,1
8301,Mr. Eric Allan,1975,Master,Married,40838,1,0,2021-06-01 00:00:00,7,50,0,135,40,40,8,1,3,1,2,8,1,0,0,0,0,0,3,16,1
13113,Miss Carolyn Miller,1964,Graduation,Together,130186,0,0,2021-02-03 00:00:00,44,4040,3520,2085,404,758,25,1,6,11,5,2,0,0,1,1,0,0,3,16,0
16176,Mrs. Victoria Powell,1966,HighSchool,Divorced,110710,0,1,2020-08-03 00:00:00,50,3780,1940,3885,3020,3880,34,2,9,4,6,4,0,0,0,0,0,0,3,16,0
15621,Miss Sarah Mackay,1978,Graduation,Together,63417,1,1,2021-01-01 00:00:00,21,1090,100,900,60,60,32,5,6,2,4,7,0,0,0,0,0,0,3,16,1
18753,Mr. Matt Mills,1978,HighSchool,Single,79623,0,1,2021-05-12 00:00:00,52,2530,120,975,200,120,96,2,8,2,6,6,0,0,0,0,0,0,3,16,0
25821,Miss Bella Gill,1967,Master,Single,133678,0,0,2021-12-07 00:00:00,29,7850,0,7515,2000,534,50,1,7,11,10,2,0,0,1,0,0,0,3,16,1
17457,Mr. Christopher Brown,1989,Graduation,Married,63593,2,0,2020-11-05 00:00:00,77,290,20,1110,620,960,70,4,6,2,4,7,0,0,0,0,0,0,3,16,0
15909,Mr. Blake Allan,1979,PhD,Married,96798,0,1,2021-02-01 00:00:00,77,10810,560,2940,1680,280,28,4,12,8,4,7,0,0,0,0,0,0,3,16,0
10068,Mrs. Molly Jackson,1982,HighSchool,Divorced,41737,0,0,2020-10-29 00:00:00,96,240,20,1620,,580,14,1,6,2,4,8,0,0,0,0,0,0,3,16,0
18570,Miss Heather Cameron,1962,Graduation,Single,125669,0,1,2021-02-10 00:00:00,75,10150,1320,4485,1660,3980,249,1,13,11,4,5,0,0,1,0,0,0,3,16,0
20322,Miss Theresa Ball,1955,PhD,Together,65086,1,1,2020-10-06 00:00:00,70,2240,0,450,0,0,10,8,7,2,5,8,0,0,0,0,0,0,3,16,0
7404,Mrs. Mary Springer,1969,HighSchool,Married,115845,0,1,2020-09-20 00:00:00,66,4000,3200,6405,586,1060,120,1,12,5,6,3,0,0,0,0,0,0,3,16,0
18267,Mr. Stephen Forsyth,1968,PhD,Married,108320,0,0,2022-03-28 00:00:00,83,12800,320,4980,320,320,83,1,8,4,6,3,0,0,1,0,0,0,3,16,0
15240,Miss Katherine Gill,1956,PhD,Single,84128,0,0,2021-08-03 00:00:00,63,2460,600,4050,480,600,6,1,4,4,13,2,0,0,0,0,0,0,3,16,0
5850,Mr. Alan Gill,1976,Master,Together,73020,1,0,2021-06-17 00:00:00,70,2890,520,2490,960,100,21,3,9,4,7,7,0,0,0,0,0,0,3,16,0
24537,Mrs. Pippa King,1983,HighSchool,Married,55323,1,0,2020-10-21 00:00:00,69,170,1120,1215,1060,920,120,4,8,2,4,9,0,0,0,0,0,1,3,16,0
12774,Mr. Joe Fisher,1979,Graduation,Single,91671,0,1,2021-02-19 00:00:00,40,4780,0,2895,1680,1500,117,4,10,4,11,5,0,0,0,0,0,0,3,16,0
17880,Mr. Blake Ince,1980,Graduation,Married,38681,1,0,2020-10-17 00:00:00,56,480,1320,1155,480,40,55,5,7,2,4,9,0,0,0,0,0,0,3,16,0
12195,Mr. Lucas Newman,1966,Graduation,Together,31321,1,1,2021-03-05 00:00:00,65,90,40,180,20,40,12,2,3,1,3,8,1,0,0,0,0,0,3,16,0
31212,Mr. John Lewis,1995,Graduation,Single,52911,1,0,2021-12-10 00:00:00,54,460,0,450,180,20,30,1,4,1,4,6,0,0,0,0,0,0,3,16,0
23910,Mr. Dominic Burgess,1986,Graduation,Divorced,69988,0,1,2021-10-06 00:00:00,66,1980,40,645,100,140,25,2,7,2,5,6,0,0,0,0,0,0,3,16,0
13257,Mr. Michael Lyman,1980,Graduation,Married,26076,2,0,2021-09-27 00:00:00,8,30,60,90,20,140,3,1,3,1,3,8,0,0,0,0,0,0,3,16,0
10608,Mrs. Kylie Walker,1976,PhD,Married,33080,1,1,2020-11-04 00:00:00,38,270,0,150,0,0,4,4,4,1,4,5,0,0,0,0,0,0,3,16,0
31800,Mr. Phil Young,1984,Master,Married,78500,0,1,2021-02-11 00:00:00,9,4250,0,870,0,0,58,4,8,3,8,6,0,0,0,0,0,0,3,16,0
12801,Mr. Joe Clark,1994,Graduation,Married,64353,1,0,2020-12-03 00:00:00,66,1280,540,1740,540,120,48,3,7,2,6,7,0,0,0,0,0,0,3,16,0
25572,Mr. Alan Glover,1991,PhD,Single,66844,0,0,2022-05-28 00:00:00,9,560,380,435,20,280,25,1,5,2,3,8,0,0,0,0,0,0,3,16,1
19770,Mrs. Lillian Ferguson,1972,Graduation,Married,116784,0,1,2022-05-03 00:00:00,66,9280,1920,1260,720,1440,24,1,9,5,7,3,0,1,1,0,0,0,3,16,0
25875,Mrs. Vanessa Abraham,1962,Master,Married,50465,1,1,2022-04-02 00:00:00,98,110,20,45,0,0,1,1,3,1,2,7,0,0,0,0,0,0,3,16,0
29256,Mr. Harry Poole,1986,HighSchool,Married,83475,1,0,2021-04-21 00:00:00,71,2310,760,1365,1440,960,19,2,8,3,8,4,0,0,0,0,0,0,3,16,0
15879,Mr. Stephen Simpson,1970,Graduation,Married,111938,0,1,2022-06-22 00:00:00,91,4010,180,4860,2660,1520,143,1,10,4,13,4,0,0,0,0,0,0,3,16,0
31335,Mr. Benjamin Quinn,1994,PhD,Together,53337,1,0,2021-09-01 00:00:00,35,330,20,330,80,60,13,1,4,1,3,8,0,0,0,0,0,0,3,16,0
18846,Mr. Joe Bell,1980,Graduation,Together,120761,0,0,2021-03-17 00:00:00,7,4140,320,13425,2640,3980,149,1,9,3,6,3,0,0,1,0,0,0,3,16,1
13656,Mr. Gordon Cameron,1958,PhD,Married,90933,0,1,2021-08-26 00:00:00,25,8990,0,1515,0,0,20,1,8,7,13,4,0,0,0,1,0,0,3,16,0
23040,Mr. Steven White,1969,Master,Married,84502,0,1,2021-05-15 00:00:00,87,4400,920,3120,600,920,247,1,8,7,9,5,0,0,0,0,0,0,3,16,0
8505,Mr. Austin Wilson,1984,PhD,Single,121245,0,1,2021-02-17 00:00:00,47,12850,280,1260,280,280,183,3,12,5,7,6,1,0,0,0,0,0,3,16,0
10308,Mr. Adam Peters,1951,Master,Married,89964,0,0,2021-12-25 00:00:00,10,5530,660,3465,160,160,57,1,8,4,13,4,0,1,0,1,0,0,3,16,0
21537,Mr. Paul Paige,1998,HighSchool,Married,27506,1,0,2020-08-08 00:00:00,1,10,140,60,160,80,8,1,3,1,3,7,0,0,0,0,0,0,3,16,0
16254,Mr. Piers Russell,1967,PhD,Married,52592,1,1,2021-11-14 00:00:00,98,280,40,300,20,40,6,4,6,1,3,8,0,0,0,0,0,0,3,16,0
5778,Miss Jessica Lee,1973,PhD,Single,59493,2,1,2020-09-09 00:00:00,16,390,20,180,60,120,8,2,3,1,4,4,0,0,0,0,0,0,3,16,0
28527,Mrs. Carol Poole,1978,Graduation,Married,37264,1,0,2021-06-04 00:00:00,26,110,0,90,20,0,11,1,3,1,2,8,1,0,0,0,0,0,3,16,0
15234,Mrs. Ava May,1985,Graduation,Divorced,109977,0,0,2020-09-12 00:00:00,8,5870,1020,13470,3800,0,86,1,5,7,7,2,0,0,0,0,0,0,3,16,1
5601,Mr. Neil Baker,1990,Master,Married,114377,1,0,2020-08-30 00:00:00,61,8970,2140,9405,2500,700,26,1,13,4,13,9,0,0,0,0,0,0,3,16,0
19020,Mr. Isaac Sharp,1957,Master,Married,80441,0,1,2021-01-10 00:00:00,47,5540,140,1830,140,560,108,5,4,4,5,9,0,0,0,0,0,0,3,16,1
29934,Mr. Alexander North,1991,Graduation,Single,228126,1,0,2021-12-20 00:00:00,24,13,6,23698,6,6,2,15,0,23,0,0,0,0,0,0,0,0,3,16,0
26751,Mr. Alexander Russell,1978,Graduation,Divorced,105334,0,1,2021-08-29 00:00:00,70,12240,560,2100,0,280,168,3,5,4,5,6,0,1,1,0,0,0,3,16,0
23259,Mr. Edward Pullman,1977,Graduation,Married,103073,0,0,2021-05-24 00:00:00,20,4600,300,8280,766,2440,61,1,8,12,6,4,0,0,0,0,0,0,3,16,1
21567,Mr. Jake Walsh,1954,Graduation,Single,108094,0,0,2021-07-23 00:00:00,68,7470,1940,2760,640,420,43,1,5,3,11,7,0,0,0,0,0,0,3,16,0
32826,Mr. Charles Randall,1981,PhD,Together,115524,1,1,2020-08-10 00:00:00,17,10420,0,5940,280,280,132,8,10,10,5,8,1,0,0,0,0,0,3,16,1
8172,Mr. Christopher Marshall,1986,Graduation,Together,75523,0,1,2021-05-18 00:00:00,,2440,120,1080,60,340,48,2,6,2,8,5,0,0,0,0,0,0,3,16,0
25611,Mr. Owen Roberts,1964,Basic,Married,19190,0,0,2021-11-03 00:00:00,29,20,0,105,40,140,10,1,3,1,3,6,0,0,0,0,0,0,3,16,0
30177,Miss Molly Ogden,1958,Graduation,Together,119269,0,0,2021-02-07 00:00:00,61,1830,642,7395,900,2060,57,1,6,4,10,2,0,0,0,0,0,0,3,16,0
9450,Mr. Ian McDonald,1978,Graduation,Married,56599,1,0,2021-05-16 00:00:00,65,30,20,120,60,60,3,1,3,1,2,8,0,0,0,0,0,0,3,16,0
8448,Mr. Jacob Jackson,1983,Graduation,Single,82916,0,1,2021-07-24 00:00:00,35,6910,140,915,140,0,46,4,12,5,7,8,0,1,0,0,1,0,3,16,1
25032,Mr. Michael McDonald,1989,Graduation,Single,50900,0,1,2021-04-28 00:00:00,65,290,0,75,0,20,5,1,3,1,3,5,0,0,0,0,0,0,3,16,0
7377,Mr. Nicholas Cameron,1962,PhD,Single,89561,0,1,2020-12-30 00:00:00,20,5490,2080,3975,560,0,47,1,9,4,4,5,0,0,0,0,0,0,3,16,0
27744,Mr. Sean Ferguson,1983,Master,married,72850,0,1,2021-08-05 00:00:00,88,3940,0,585,0,0,8,3,6,3,9,4,0,0,0,0,0,0,3,16,0
22005,Mr. Isaac Bell,1995,Basic,Single,50519,0,0,2021-01-28 00:00:00,92,2280,2440,1830,3200,2580,30,6,13,3,8,9,0,0,0,0,0,0,3,16,0
8517,Mr. Boris Springer,1985,Master,Single,60007,1,0,2022-05-24 00:00:00,35,230,60,315,100,0,6,2,4,1,4,5,0,0,0,0,0,0,3,16,0
14391,Miss Vanessa MacDonald,1961,Graduation,Together,88285,0,1,2021-08-01 00:00:00,,830,580,600,520,100,40,2,4,2,6,2,0,0,0,0,0,0,3,16,0
32652,Miss Emily Tucker,1975,PhD,together,55986,0,1,2021-04-19 00:00:00,62,2020,0,255,,0,2,3,7,2,4,8,0,0,0,0,0,0,3,16,0
18729,Mr. Lucas Jackson,1983,Graduation,Married,48457,1,0,2021-09-10 00:00:00,4,300,160,180,120,160,12,1,4,1,4,5,0,0,0,0,0,0,3,16,0
7602,Mr. Charles Fraser,1968,Graduation,Married,94785,0,1,2022-02-23 00:00:00,54,6770,1000,2880,400,1400,20,3,9,8,11,4,0,0,0,0,0,0,3,16,0
27660,Mrs. Heather Glover,1974,Graduation,Divorced,50224,2,1,2021-10-03 00:00:00,4,100,0,240,0,20,0,2,3,1,3,7,0,0,0,0,0,0,3,16,1
23175,Mr. Christopher McGrath,1964,PhD,Married,67766,1,1,2020-10-16 00:00:00,59,1390,20,615,20,60,16,4,6,2,4,8,1,0,0,0,0,0,3,16,0
18147,Mr. Brandon Slater,1990,Graduation,Together,103107,1,0,2021-07-16 00:00:00,89,10450,1220,5070,920,920,46,3,7,6,13,8,0,0,0,0,0,0,3,16,0
26580,Mr. Warren Edmunds,1972,Graduation,Married,61701,1,1,2021-04-05 00:00:00,95,840,20,885,20,20,5,5,5,2,4,8,0,0,0,0,0,0,3,16,0
6906,Miss Alexandra Langdon,1963,Graduation,Single,48075,1,1,2020-09-16 00:00:00,96,90,20,105,20,0,1,1,3,1,2,8,0,0,0,0,0,0,3,16,0
7143,Mrs. Amelia Churchill,1992,Graduation,Married,26297,1,0,2022-03-28 00:00:00,51,240,40,180,0,20,5,3,5,1,3,8,0,0,0,0,0,0,3,16,0
8055,Miss Penelope Lyman,1996,PhD,Together,110126,0,0,2021-11-16 00:00:00,70,8000,1140,3075,1600,0,11,1,12,4,4,4,0,0,0,0,0,0,3,16,0
